,skin_agg,gender_agg,skin,gender,skin_group,annId,area,split
380711,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,512199,9635,val
397475,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,512194,17324,train
481413,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,512187,13118,val
455633,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,512176,25863,train
337827,"['2', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,512157,5768,train
7207,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,512154,30796,train
554100,"['4', '3']","['Unsure', 'Unsure']",,Unsure,,512152,8808,train
571657,"['3', '3', 'Unsure']","['Male', 'Male', 'Male']",3,Male,Light,512148,5899,train
135478,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,512103,36946,train
59207,"['4', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,512082,54419,train
575964,"['5', '4', '5']","['Male', 'Unsure', 'Unsure']",5,Unsure,Dark,512080,10296,train
566543,"['2', '2', '2']","['Female', 'Male', 'Female']",2,Unsure,Light,512077,11009,train
544002,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,512068,6660,train
124620,"['4', '3', 'Unsure']","['Female', 'Unsure', 'Unsure']",,Unsure,,512059,5548,train
294228,['2'],['Female'],,,,512048,14087,train
384136,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,512047,56543,val
47516,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,512038,10079,train
262404,"['1', '1', '2']","['Male', 'Female', 'Female']",1,Unsure,Light,512009,17598,train
268239,"['3', '2', '4']","['Male', 'Male', 'Male']",,Male,Light,511998,49054,train
561523,"['Unsure', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,511997,10103,train
315962,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,511989,20770,train
363207,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,511976,17521,val
425964,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,511973,92006,train
406665,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511970,112615,train
35197,"['Unsure', '1', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,511969,43907,val
226701,"['4', '3', '3']","['Female', 'Unsure', 'Female']",3,Female,Light,511966,24018,train
247917,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511965,22925,val
294258,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,511953,12323,train
442726,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,511943,47674,train
198492,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,511940,28213,train
410328,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,511938,27494,train
506707,"['3', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,511934,6046,val
173375,"['1', '2', 'Unsure']","['Unsure', 'Male', 'Unsure']",,Unsure,,511930,13814,train
333565,"['6', '6', '6']","['Female', 'Female', 'Female']",6,Female,Dark,511929,13858,train
234679,"['4', '4', '2']","['Female', 'Female', 'Female']",4,Female,Dark,511927,45697,train
281759,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,511921,7378,val
147556,"['Unsure', 'Unsure', '3']","['Male', 'Male', 'Female']",Unsure,Unsure,Unsure,511917,20623,train
402931,"['2', '2', '2']","['Unsure', 'Male', 'Female']",2,Unsure,Light,511912,14782,train
457907,"['5', '5', '5']","['Male', 'Male', 'Male']",5,Male,Dark,511910,19706,train
577712,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,511905,12499,train
329373,"['2', '2']","['Male', 'Male']",2,Male,Light,511884,31441,train
524627,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,511883,37078,train
129420,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511873,44166,train
98322,"['Unsure', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,511858,17198,train
208050,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,511847,85422,train
409725,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,511843,11502,train
244586,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,511838,21516,train
279895,"['2', '2']","['Male', 'Male']",2,Male,Light,511806,21211,train
180101,"['3', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,511797,28794,val
417632,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,511773,75998,val
169679,"['1', '2']","['Male', 'Female']",,Unsure,,511771,11087,train
360792,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511760,16449,train
22850,"['4', '4', '4']","['Female', 'Male', 'Unsure']",4,Unsure,Dark,511736,5644,train
32056,"['2', '1', 'Unsure']","['Male', 'Male', 'Unsure']",,Male,,511726,6550,train
246863,"['2', '2', '4']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,511706,32373,train
363594,"['6', '6', '5']","['Male', 'Male', 'Male']",6,Male,Dark,511697,14343,train
552377,"['1', '3', '1']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,511681,17951,train
324891,"['3', '2', '3']","['Unsure', 'Male', 'Male']",3,Male,Light,511676,11028,train
508470,"['4', '2']","['Unsure', 'Unsure']",,Unsure,,511671,33683,train
112437,"['1', '1', '1']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,511646,21269,train
178317,"['2', '3', '1']","['Female', 'Unsure', 'Male']",,Unsure,Light,511641,27401,train
179950,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,511626,5596,train
36773,"['3', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,511619,9133,train
157093,"['6', '5', '5']","['Male', 'Male', 'Male']",5,Male,Dark,511600,6792,train
43961,"['1', '1']","['Male', 'Male']",1,Male,Light,511592,6994,train
305993,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,511575,33053,train
261426,['Unsure'],['Female'],,,,511566,13591,train
415727,"['4', '1', '2']","['Male', 'Male', 'Male']",,Male,,511565,23844,val
48169,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,511560,64581,train
117466,"['2', '2', '1']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,511558,5744,train
75905,"['3', 'Unsure', '1']","['Male', 'Unsure', 'Unsure']",,Unsure,,511551,57077,train
15738,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,511547,32951,train
133648,"['Unsure', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,511546,12966,train
178691,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,511545,51263,train
372191,"['Unsure', '2', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,511535,26692,train
576629,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,511531,16197,train
2179,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511525,6322,train
252929,"['5', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,511499,38932,train
114745,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,511497,13193,train
69923,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511483,8382,train
25096,"['1', 'Unsure', '2']","['Male', 'Male', 'Male']",,Male,,511480,37708,val
563909,"['2', 'Unsure', '2']","['Female', 'Unsure', 'Unsure']",2,Unsure,Light,511478,38033,train
107650,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,511463,12790,train
447558,"['2', '3', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,511448,7036,train
119995,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,511443,38158,val
261182,"['2', '2', '3']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,511441,61587,train
212853,"['Unsure', '2', '2']","['Unsure', 'Female', 'Female']",2,Female,Light,511429,5606,train
228676,"['1', 'Unsure', '2']","['Female', 'Female', 'Female']",,Female,,511413,10968,train
262404,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,511412,21009,train
398063,"['1', 'Unsure', '2']","['Female', 'Female', 'Female']",,Female,,511408,5644,train
35076,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,511402,23066,train
161447,"['3', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,511390,45495,train
508514,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,511386,97257,train
537128,"['2', '3']","['Male', 'Male']",,Male,,511385,49220,train
471117,"['4', '2', '4']","['Male', 'Male', 'Unsure']",4,Male,Dark,511378,7311,train
25896,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,511362,18251,train
457907,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,511354,8613,train
153130,"['4', '2', '3']","['Male', 'Male', 'Unsure']",,Male,Light,511337,12022,train
300368,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,511335,49464,train
524638,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,511324,50227,train
28456,"['2', '2']","['Male', 'Male']",2,Male,Light,511299,13152,train
546658,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,511285,75217,train
13721,"['2', '2']","['Unsure', 'Unsure']",2,Unsure,Light,511280,45497,train
490441,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511265,65775,train
438186,"['3', '2', '4']","['Male', 'Male', 'Male']",,Male,Light,511260,114557,train
3378,"['4', '3', '4']","['Male', 'Male', 'Male']",4,Male,Dark,511257,17030,train
342521,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,511255,34955,train
104166,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,511248,6126,train
368280,"['3', '4', '5']","['Male', 'Unsure', 'Male']",,Male,Dark,511243,7847,train
356337,"['4', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,511241,69392,train
103431,"['Unsure', 'Unsure', '2']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,511224,50505,train
433883,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511212,6529,train
557926,"['2', 'Unsure', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,511209,14238,train
552217,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,511186,21788,train
166205,"['3', '3', 'Unsure']","['Male', 'Male', 'Unsure']",3,Male,Light,511184,10958,train
340843,"['Unsure', '1', '1']","['Unsure', 'Male', 'Male']",1,Male,Light,511159,7486,train
326367,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,511158,6281,train
340704,"['1', '1', '2']","['Unsure', 'Female', 'Female']",1,Female,Light,511146,146078,train
376521,"['2', '3', '2']","['Female', 'Unsure', 'Female']",2,Female,Light,511141,7337,train
397636,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,511136,39935,train
466936,"['2', '4']","['Male', 'Male']",,Male,,511128,20141,train
65883,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,511106,69612,train
9400,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,511102,33639,val
153578,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,511072,12822,train
577840,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,511068,37683,train
184207,"['2', 'Unsure', '1']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,511060,6249,train
4227,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,511057,27791,train
487931,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,511040,7182,train
299023,"['2', 'Unsure', '3']","['Male', 'Male', 'Unsure']",,Male,,511034,12861,train
173500,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,511018,35689,train
302155,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,511012,25067,train
451533,"['1', '1', '2']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,510992,69535,train
245067,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510981,20479,train
217181,"['3', '2']","['Male', 'Male']",,Male,,510978,9077,train
505789,"['1', 'Unsure', '2']","['Female', 'Unsure', 'Female']",,Female,,510967,16378,val
148855,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,510964,48786,train
64146,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510947,20815,train
76572,"['3', '2', '3']","['Female', 'Female', 'Unsure']",3,Female,Light,510925,154899,train
97946,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510921,23310,train
424712,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,510918,38601,train
406147,"['1', '1']","['Female', 'Female']",1,Female,Light,510910,48985,train
264535,"['Unsure', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,510894,30637,val
566049,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,510863,8719,train
227478,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,510848,20649,val
563938,"['4', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510842,38246,train
468027,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510833,38108,train
328730,"['2', '3', '4']","['Female', 'Female', 'Female']",,Female,Light,510797,8250,train
527060,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,510792,64283,train
197369,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,510784,64988,train
222681,"['2', '1', '3']","['Female', 'Female', 'Female']",,Female,Light,510773,21690,train
372913,"['2', '1', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,510766,15306,train
42375,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,510761,30846,train
27569,"['Unsure', '4', '1']","['Unsure', 'Female', 'Female']",,Female,,510738,11603,train
281754,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,510727,34026,val
493132,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,510711,14530,train
348162,"['2', '1', '1']","['Female', 'Male', 'Male']",1,Unsure,Light,510703,19493,train
20178,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510695,23708,train
127873,"['2', '1', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,510691,32828,train
559462,"['2', '1', '1']","['Male', 'Female', 'Unsure']",1,Unsure,Light,510674,10039,train
256601,"['Unsure', '2', 'Unsure']","['Unsure', 'Female', 'Unsure']",Unsure,Unsure,Unsure,510661,5620,train
98095,"['2', '1', '3']","['Unsure', 'Male', 'Unsure']",,Unsure,Light,510647,10866,train
87811,"['Unsure', 'Unsure', '1']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510636,101941,train
383289,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510634,33076,val
503980,"['5', '2', '5']","['Male', 'Male', 'Unsure']",5,Male,Dark,510624,29126,train
36773,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510622,15084,train
216628,"['2', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510605,5685,train
321332,"['2', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,510601,49153,train
358024,"['2', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510595,67370,train
489850,"['2', '4', '2']","['Female', 'Female', 'Female']",2,Female,Light,510591,15716,train
45392,"['1', 'Unsure', '2']","['Male', 'Unsure', 'Male']",,Male,,510589,25412,train
274538,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510578,7851,train
276719,"['Unsure', '3']","['Unsure', 'Female']",,,,510562,9959,train
76170,"['Unsure', 'Unsure', '4']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,510537,128308,train
205883,"['Unsure', 'Unsure', '4']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,510536,8223,train
578341,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,510531,65756,train
89027,"['5', '5']","['Male', 'Female']",5,Unsure,Dark,510527,6300,train
560349,"['Unsure', '2', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,510512,25231,train
20598,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510496,20531,train
195896,"['Unsure', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,510494,24206,train
522727,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,510475,33287,train
5713,"['4', '4', '4']","['Male', 'Unsure', 'Male']",4,Male,Dark,510473,50164,train
402283,"['Unsure', '3', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,510467,7753,train
508872,"['1', 'Unsure', '2']","['Unsure', 'Unsure', 'Female']",,Unsure,,510459,158946,train
480917,"['2', '3', '2']","['Female', 'Female', 'Female']",2,Female,Light,510453,10971,train
169111,"['2', '1']","['Female', 'Female']",,Female,,510451,6118,train
45053,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510443,62985,train
368836,"['2', '1', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,510436,58345,train
57306,"['4', '4', '3']","['Unsure', 'Male', 'Male']",4,Male,Dark,510414,43524,train
40602,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510412,58613,train
498453,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510397,6972,train
214349,"['1', '2', '3']","['Male', 'Male', 'Male']",,Male,Light,510395,14524,train
379882,"['2', '4', '5']","['Male', 'Male', 'Male']",,Male,,510392,7511,train
268413,"['2', '3', '3']","['Unsure', 'Unsure', 'Unsure']",3,Unsure,Light,510374,6488,train
235621,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510370,33854,train
363432,"['4', '4']","['Female', 'Female']",4,Female,Dark,510366,26595,train
69544,"['1', 'Unsure', '2']","['Unsure', 'Unsure', 'Female']",,Unsure,,510359,16007,train
322586,"['3', '3', '3']","['Unsure', 'Unsure', 'Unsure']",3,Unsure,Light,510350,47677,train
100428,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,510346,35940,val
163289,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510345,44520,train
369249,"['6', '5']","['Male', 'Male']",,Male,,510327,14939,train
451214,"['4', 'Unsure']","['Male', 'Unsure']",,,,510305,20838,train
460243,"['Unsure', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,510304,5501,train
278290,"['Unsure', 'Unsure', '2']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,510284,21581,train
330055,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,510281,34234,train
159854,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,510279,10099,train
171788,"['1', '3', '4']","['Male', 'Male', 'Male']",,Male,,510267,46422,val
230096,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510259,18597,train
185890,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,510226,54248,val
461063,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510204,29373,train
462006,"['3', '3', '3']","['Female', 'Female', 'Unsure']",3,Female,Light,510203,79213,train
464857,"['Unsure', '1', '2']","['Female', 'Female', 'Unsure']",,Female,,510199,79876,train
339851,"['2', '3', '3']","['Male', 'Unsure', 'Unsure']",3,Unsure,Light,510196,5808,train
39267,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,510195,79100,train
502852,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,510187,37958,train
97946,"['Unsure', '1', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,510182,13220,train
71136,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510163,15693,train
276381,"['5', '5', '5']","['Female', 'Female', 'Female']",5,Female,Dark,510137,166152,train
210388,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510134,14253,val
104563,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,510122,12232,train
517823,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,510117,10046,train
130909,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,510109,22680,train
532690,"['Unsure', '2', '1']","['Male', 'Female', 'Female']",,,,510102,59303,val
459662,"['1', '2', '3']","['Female', 'Female', 'Female']",,Female,Light,510080,106503,val
87393,"['2', 'Unsure', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,510074,15031,train
467791,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510071,6175,train
271429,"['5', '4', '5']","['Male', 'Male', 'Male']",5,Male,Dark,510067,6485,train
473002,"['Unsure', '3']","['Unsure', 'Male']",,,,510062,8610,train
69577,"['2', '2', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,510049,10240,train
264338,"['2', '1', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,510035,37146,train
370270,"['3', '2', '4']","['Female', 'Female', 'Female']",,Female,Light,510034,24714,val
91105,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,510032,54355,train
33006,"['2', '3', '1']","['Male', 'Female', 'Unsure']",,Unsure,Light,510028,15309,train
520150,"['2', '2', '1']","['Male', 'Female', 'Male']",2,Unsure,Light,510017,34943,train
492323,"['Unsure', '3', '2']","['Male', 'Male', 'Male']",,Male,,510016,17331,train
25860,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,510015,29636,train
206260,"['Unsure', 'Unsure', '1']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510014,9014,train
292944,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,510006,10097,train
414698,"['Unsure', 'Unsure', '3']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,510001,5655,train
206591,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,509992,136401,train
143445,"['2', '2', 'Unsure']","['Male', 'Male', 'Unsure']",2,Male,Light,509986,9725,train
318585,"['3', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,509981,10993,train
129420,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,509977,49814,train
350639,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,509976,60116,train
299116,"['3', '3', '4']","['Female', 'Female', 'Female']",3,Female,Light,509968,73113,train
164330,"['Unsure', '3', '2']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,509966,12078,train
469202,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,509963,61473,train
414071,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,509953,14698,train
531047,"['3', '2', '3']","['Female', 'Female', 'Female']",3,Female,Light,509942,69989,train
400033,"['2', '3', '2']","['Female', 'Female', 'Female']",2,Female,Light,509918,18362,train
180521,"['2', '1']","['Male', 'Male']",,Male,,509856,10711,train
330955,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,509855,116702,train
276263,"['2', '2', '4']","['Female', 'Female', 'Female']",2,Female,Light,509852,18726,train
278168,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,509823,42365,train
50434,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,509822,14705,train
13525,"['1', '1', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,509815,59659,train
88815,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,509812,22493,train
301756,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,509791,34609,train
396110,"['4', '3', '4']","['Male', 'Unsure', 'Male']",4,Male,Dark,509775,30539,train
207177,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,509764,44114,train
11699,"['4', '4', '3']","['Female', 'Female', 'Female']",4,Female,Dark,509752,53233,val
202981,"['3', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,509749,6908,train
472067,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,509746,24482,train
336793,"['Unsure', '2', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,509742,97823,train
67180,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,509732,58958,val
358572,"['Unsure', '1', '1']","['Unsure', 'Female', 'Female']",1,Female,Light,509723,8630,train
132132,"['Unsure', 'Unsure', '2']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,509719,23287,train
579666,"['3', '1', '2']","['Male', 'Male', 'Male']",,Male,Light,509706,62369,train
505516,"['1', '2', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,509705,9884,train
257965,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,509695,38868,train
487897,"['3', '2', '2']","['Unsure', 'Male', 'Female']",2,Unsure,Light,509686,61478,train
79031,"['4', '4', '2']","['Unsure', 'Unsure', 'Male']",4,Unsure,Dark,509683,42510,val
191721,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,509680,78359,train
395463,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,509679,5824,train
430670,"['3', '1', 'Unsure']","['Male', 'Unsure', 'Male']",,Male,,509672,61334,train
412384,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,509660,13997,train
528411,"['2', '1', '1']","['Male', 'Male', 'Unsure']",1,Male,Light,509648,15129,train
70865,"['4', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,509627,63711,train
579666,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,509622,8331,train
416343,"['4', '5', '5']","['Female', 'Female', 'Female']",5,Female,Dark,509616,22654,val
212309,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,509609,30767,train
497599,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,509594,137752,val
558498,"['2', '2']","['Male', 'Male']",2,Male,Light,509583,24569,train
284465,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,509582,19741,train
578492,"['1', '3', '1']","['Female', 'Female', 'Female']",1,Female,Light,509572,77008,train
304696,"['2', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,509547,58755,train
326541,"['Unsure', '1', '1', '1']","['Unsure', 'Female', 'Female', 'Female']",1,Female,Light,509543,37175,val
128142,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,509536,12974,train
565395,"['1', '2', '1']","['Unsure', 'Female', 'Unsure']",1,Unsure,Light,509522,74790,train
48743,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,509515,37249,train
349483,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,509511,13965,train
505809,"['3', '3', '1']","['Male', 'Male', 'Male']",3,Male,Light,509463,23878,train
