,image_file,acc,Unnamed: 0,skin_agg,gender_agg,skin,gender,skin_group,area,split
385,495970,1.0,313588,"['3', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,28060,val
386,496260,0.8571428571428571,253742,"['1', '3', '3']","['Unsure', 'Female', 'Female']",3,Female,Light,6386,val
387,496906,1.0,183648,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,22176,val
388,497741,1.0,442306,"['1', '1', '1']","['Male', 'Female', 'Female']",1,,Light,44533,val
389,497982,1.0,566282,"['4', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,23351,val
390,498525,1.0,47585,"['2', '1', '3']","['Male', 'Male', 'Male']",,Male,Light,45260,val
391,501462,1.0,334719,"['2', '1', '1']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,6088,val
392,502624,1.0,281759,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,13192,val
393,502702,0.7647058823529411,526728,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,5907,val
394,506315,1.0,21604,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,151641,val
395,508136,1.0,406417,"['2', '1', '1']","['Unsure', 'Male', 'Male']",1,Male,Light,24175,val
396,508221,1.0,477288,"['1', '4', '2']","['Male', 'Male', 'Male']",,Male,,37469,val
397,509752,1.0,11699,"['4', '4', '3']","['Female', 'Female', 'Female']",4,Female,Dark,53233,val
398,510346,1.0,100428,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,35940,val
399,511921,1.0,281759,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,7378,val
400,513983,1.0,406417,"['1', '1', 'Unsure']","['Male', 'Male', 'Male']",1,Male,Light,24660,val
401,515072,0.8235294117647058,25393,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,29891,val
402,517707,1.0,106757,"['1', '2', '1', '1', '1', '1', '1']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",1,Female,Light,70081,val
403,517707,1.0,106757,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",1,Female,Light,70081,val
404,520242,0.8666666666666667,210388,"['2', '2', 'Unsure']","['Male', 'Male', 'Male']",2,Male,Light,14429,val
405,521020,1.0,296657,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,11758,val
406,526621,0.9333333333333332,132796,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,6224,val
407,529128,1.0,453166,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,47574,val
408,530192,1.0,11051,"['4', '3', '2']","['Female', 'Female', 'Female']",,Female,Light,84787,val
409,535705,1.0,417249,"['1', '2', '3']","['Female', 'Female', 'Female']",,Female,Light,12578,val
410,536733,1.0,453166,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,39291,val
411,541488,1.0,308328,"['3', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,7324,val
412,543670,0.9375,296657,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,7636,val
413,544180,1.0,8021,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,33929,val
414,545025,1.0,166768,"['2', '1', '3']","['Unsure', 'Male', 'Male']",,Male,Light,145883,val
415,546200,0.8461538461538461,4134,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,6666,val
416,555133,1.0,85329,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,99362,val
417,563757,0.8333333333333334,496854,"['2', '3', '4']","['Female', 'Female', 'Female']",,Female,Light,28204,val
418,1207258,1.0,244496,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,84056,val
419,1207678,1.0,289229,"['1', '3', '1']","['Male', 'Male', 'Male']",1,Male,Light,93829,val
420,1209544,1.0,566282,"['6', '6']","['Male', 'Male']",6,Male,Dark,25741,val
421,1212032,1.0,250137,"['2', '1', '1']","['Female', 'Female', 'Male']",1,,Light,51766,val
422,1219153,0.9411764705882352,292082,"['1', '1', 'Unsure']","['Female', 'Female', 'Female']",1,Female,Light,51583,val
423,1223256,0.8571428571428571,562207,"['4', 'Unsure', '4']","['Male', 'Male', 'Male']",4,Male,Dark,5998,val
424,1228882,1.0,114884,"['1', '3', '2', '3']","['Female', 'Female', 'Female', 'Female']",3,Female,Light,19637,val
425,1239375,0.7692307692307693,60932,"['Unsure', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,73983,val
426,1281038,0.6666666666666666,416104,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,6003,val
427,1282917,0.7,530162,"['2', '1', '3']","['Male', 'Male', 'Male']",,Male,Light,7465,val
428,1284235,1.0,323799,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,10695,val
429,1300855,0.9411764705882352,323799,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,9026,val
430,1308395,1.0,416104,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,15383,val
431,1325186,1.0,323799,"['2', '1', '1', '1']","['Female', 'Female', 'Female', 'Female']",1,Female,Light,8998,val
432,1328365,1.0,323799,"['2', '1', '1', '1']","['Male', 'Male', 'Male', 'Male']",1,Male,Light,14088,val
433,1697952,0.6,530162,"['3', '2', '3']","['Female', 'Unsure', 'Female']",3,Female,Light,16278,val
434,1701316,0.8333333333333334,449432,"['Unsure', 'Unsure', '2', '3']","['Unsure', 'Unsure', 'Female', 'Unsure']",Unsure,Unsure,Unsure,6405,val
435,1704618,0.75,530162,"['4', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,15130,val
436,1705814,1.0,19924,"['1', '1', 'Unsure']","['Female', 'Female', 'Female']",1,Female,Light,149804,val
437,1708034,1.0,21167,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,101593,val
438,1712502,0.8571428571428571,223188,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,74958,val
439,1718218,1.0,354547,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,68150,val
440,1722004,0.6363636363636364,308328,"['6', '5', '5']","['Female', 'Female', 'Female']",5,Female,Dark,11030,val
441,1722094,1.0,360960,"['2', '2', 'Unsure']","['Unsure', 'Male', 'Unsure']",2,Unsure,Light,9856,val
442,1724839,1.0,281759,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,13371,val
443,1727464,1.0,47819,"['5', '6', '3']","['Male', 'Male', 'Male']",,Male,,10490,val
444,1727967,1.0,4395,"['4', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,196878,val
445,1730374,1.0,423506,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,67891,val
446,1732639,0.8571428571428571,163682,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,108236,val
447,1741636,0.7692307692307693,127660,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,89120,val
448,1752244,1.0,177015,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,87079,val
449,1753039,1.0,301867,"['2', '3', '1']","['Female', 'Female', 'Female']",,Female,Light,30815,val
450,2006381,1.0,233771,"['2', 'Unsure', '2']","['Unsure', 'Unsure', 'Female']",2,Unsure,Light,14741,val
451,2154526,1.0,281929,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,40215,val
452,2158783,1.0,9448,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,100476,val
453,2159049,1.0,25393,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,24456,val
454,2165611,1.0,34139,"['Unsure', 'Unsure', '2']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,16514,val
455,2166554,1.0,296657,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,11969,val
456,2198185,1.0,477689,"['4', '5', '5']","['Female', 'Female', 'Female']",5,Female,Dark,139568,val
457,2198581,0.9,580197,"['4', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,53111,val
458,2206326,0.8181818181818182,389316,"['Unsure', 'Unsure', '2']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,6000,val
459,2228884,0.9090909090909092,339823,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,93828,val
460,183471,0.9230769230769232,121031,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,7833,val
461,183598,1.0,488251,"['2', '3', '5']","['Male', 'Male', 'Male']",,Male,,45440,val
462,185026,1.0,213547,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,66781,val
463,185090,1.0,54931,"['2', '3', '1']","['Female', 'Female', 'Female']",,Female,Light,32802,val
464,185853,1.0,275392,"['1', '1', '1']","['Female', 'Unsure', 'Unsure']",1,Unsure,Light,18242,val
465,186421,0.9333333333333332,506656,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,9947,val
466,186489,1.0,317433,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,12937,val
467,186786,1.0,64868,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,46015,val
468,187166,1.0,303653,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,6307,val
469,187457,1.0,23126,"['Unsure', '3', '2']","['Male', 'Male', 'Male']",,Male,,19992,val
470,190083,1.0,23034,"['3', '3', '4']","['Male', 'Male', 'Male']",3,Male,Light,71409,val
471,194500,1.0,427655,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,6025,val
472,195975,0.8235294117647058,576955,"['1', '1', '1']","['Unsure', 'Female', 'Unsure']",1,Unsure,Light,6380,val
473,197203,1.0,396863,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,12294,val
474,197377,1.0,40036,"['1', '2', '2']","['Unsure', 'Unsure', 'Male']",2,Unsure,Light,8443,val
475,197378,1.0,213547,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,49508,val
476,198284,0.9375,367818,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,18897,val
477,198826,1.0,45070,"['1', '2', '1']","['Male', 'Female', 'Female']",1,,Light,74685,val
478,200009,1.0,206838,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,10080,val
479,200681,1.0,574297,"['3', '2', '4']","['Male', 'Male', 'Male']",,Male,Light,7441,val
480,200900,1.0,50380,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,10646,val
481,203611,0.8461538461538461,97924,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,12923,val
482,206540,1.0,474854,"['Unsure', '1', '2']","['Male', 'Male', 'Male']",,Male,,92616,val
483,208171,1.0,50380,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,53453,val
484,211309,0.8823529411764706,206838,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,14681,val
485,214018,0.9375,191288,"['5', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,8487,val
486,216406,0.9230769230769232,441442,"['2', '1', 'Unsure']","['Male', 'Unsure', 'Unsure']",,Unsure,,6969,val
487,217649,1.0,308545,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,53020,val
488,222384,1.0,382111,"['4', '4', '3']","['Male', 'Male', 'Male']",4,Male,Dark,13744,val
489,225442,1.0,353051,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,18447,val
490,421655,1.0,437205,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,143256,val
491,422442,0.8571428571428571,325991,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,22056,val
492,424092,1.0,266409,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,22075,val
493,424746,1.0,261036,"['4', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,17958,val
494,424921,1.0,199055,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,68398,val
495,426629,0.8333333333333334,366711,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,19027,val
496,428121,0.8823529411764706,52591,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,51108,val
497,428179,1.0,227482,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,52134,val
498,428916,0.9333333333333332,431545,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,9630,val
499,429156,1.0,319184,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,10226,val
500,429269,0.9,553788,"['1', '4', '2']","['Male', 'Unsure', 'Female']",,,,73720,val
501,429874,1.0,157928,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,26100,val
502,431499,1.0,440336,"['4', '4', '5']","['Male', 'Male', 'Male']",4,Male,Dark,6871,val
503,432019,1.0,213171,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,19874,val
504,434274,1.0,132931,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,19561,val
505,435069,1.0,568213,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,12526,val
506,435295,0.9411764705882352,556158,"['Unsure', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,24571,val
507,436084,1.0,364102,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,11780,val
508,436111,1.0,404249,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,33224,val
509,436863,1.0,118921,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,11976,val
510,437953,1.0,527029,"['2', 'Unsure', '3']","['Male', 'Male', 'Male']",,Male,,68831,val
511,438066,1.0,567740,"['2', '1', '2']","['Female', 'Unsure', 'Female']",2,Female,Light,22125,val
512,438403,0.8823529411764706,493442,"['3', '2', '1']","['Female', 'Female', 'Female']",,Female,Light,45146,val
513,438603,1.0,129945,"['4', '2', '4']","['Male', 'Male', 'Male']",4,Male,Dark,8201,val
514,439080,1.0,130579,"['3', '2', '2', '1']","['Male', 'Male', 'Male', 'Male']",2,Male,Light,45671,val
515,440222,1.0,257478,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,23802,val
516,440354,1.0,568213,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,13628,val
517,441671,1.0,499031,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,24283,val
518,441861,1.0,443844,"['Unsure', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,10515,val
519,442500,1.0,8844,"['6', '6', '6']","['Female', 'Female', 'Female']",6,Female,Dark,27046,val
520,442619,1.0,785,"['1', '2', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,27789,val
521,442908,1.0,13291,"['3', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,11459,val
522,443973,1.0,138115,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,196604,val
523,444250,1.0,64462,"['2', '1', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,24483,val
524,444724,1.0,442836,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,15415,val
525,445224,1.0,451714,"['1', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,40929,val
526,445741,0.875,576031,"['2', '1', '1']","['Female', 'Male', 'Unsure']",1,,Light,33491,val
527,446087,0.9333333333333332,43816,"['4', '5', '6']","['Male', 'Male', 'Male']",,Male,Dark,18908,val
528,447006,0.8333333333333334,331799,"['2', '5', '3']","['Unsure', 'Unsure', 'Female']",,Unsure,,11624,val
529,447694,0.9,162415,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,162546,val
530,447752,1.0,61747,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,50069,val
531,450981,0.9411764705882352,90891,"['5', '5', '5']","['Male', 'Male', 'Male']",5,Male,Dark,17956,val
532,453234,1.0,31093,"['4', 'Unsure', '4']","['Male', 'Male', 'Male']",4,Male,Dark,25408,val
533,454304,1.0,414170,"['2', '2', '2']","['Unsure', 'Female', 'Female']",2,Female,Light,8608,val
534,454423,1.0,304180,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,15130,val
535,454700,1.0,468632,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,12985,val
536,455226,0.875,516038,"['Unsure', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,12079,val
537,455933,0.9411764705882352,227491,"['2', '1', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,35737,val
538,456365,1.0,102805,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,50268,val
539,456717,1.0,6954,"['6', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,40463,val
540,457618,0.9375,447465,"['2', '1', '1']","['Unsure', 'Female', 'Unsure']",1,Unsure,Light,32209,val
541,457653,0.9333333333333332,6471,"['6', '5', '5']","['Male', 'Male', 'Male']",5,Male,Dark,13534,val
542,457846,1.0,132931,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,10860,val
543,459979,1.0,470952,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,67872,val
544,460197,0.9285714285714286,216516,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,35315,val
545,460404,0.9166666666666666,9378,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,69611,val
546,460450,1.0,352582,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,48685,val
547,460512,0.875,567740,"['3', '3', '2']","['Unsure', 'Female', 'Unsure']",3,Unsure,Light,26354,val
548,460886,1.0,533493,"['3', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,18179,val
549,461291,1.0,283520,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,14106,val
550,461444,1.0,425361,"['2', '1', '3']","['Male', 'Male', 'Male']",,Male,Light,63519,val
551,461787,0.9411764705882352,109118,"['Unsure', 'Unsure', '2']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,65405,val
552,464947,1.0,407002,"['2', '1', 'Unsure', '1', '2']","['Male', 'Male', 'Unsure', 'Male', 'Female']",2,,Light,28884,val
553,466735,1.0,442836,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,16040,val
554,467384,1.0,69356,"['4', '5', '3']","['Male', 'Male', 'Male']",,Male,Dark,24102,val
555,468556,0.9375,401244,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,55217,val
556,469403,1.0,377113,"['1', '1', '3']","['Male', 'Male', 'Male']",1,Male,Light,25680,val
557,469403,1.0,377113,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,25680,val
558,469434,0.9285714285714286,434459,"['3', '4', '3']","['Male', 'Male', 'Male']",3,Male,Light,24748,val
559,469434,0.9285714285714286,434459,"['4', '2', '5']","['Male', 'Male', 'Male']",,Male,,24748,val
560,469741,1.0,293794,"['2', '3', '1']","['Male', 'Male', 'Male']",,Male,Light,7013,val
561,470674,0.8181818181818182,434459,"['6', '6', '6', '6', '6', '6', '6', '6', '6', '6']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",6,Female,Dark,50118,val
562,470674,0.8181818181818182,434459,"['6', '5', '6', '6', '5', '5', '6', '6', '6', '5', '6', '5', '6', '6', '6', '6', '5', '6', '6', '5', '6', '6', '5', '6', '5', '5', '5', '6', '5', '6', '6', '6', '6', '5', '6', '5', '6', '5', '6', '6', '6', '6', '6', '6', '5', '5', '6', '6', '5', '6', '6', '5', '5', '5', '6', '6', '5', '5', '6', '5', '6', '6', '6', '6', '6', '5', '6', '6', '6', '5', '6', '6', '5', '6', '6', '5', '5', '5', '6', '6', '6', '5', '5', '5', '6', '5', '5', '5', '5', '5', '6', '6', '5', '6', '5', '5', '6', '5', '6', '6', '6', '5', '5', '6', '5', '6', '6', '6', '6', '5', 'Unsure', '5', 'Unsure', '5', '5', '5', '6', 'Unsure', '6', '6', '6', '6', '6', '6', '6', '6', '6']","['Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Unsure', 'Female', 'Female', 'Female', 'Female', 'Unsure', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female', 'Female']",6,Female,Dark,50118,val
563,471411,1.0,451043,"['2', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Female']",Unsure,,Unsure,6221,val
564,472332,0.8666666666666667,424551,"['2', '2']","['Unsure', 'Unsure']",2,Unsure,Light,9717,val
565,473600,0.9411764705882352,6954,"['6', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,22097,val
566,474484,0.875,5529,"['Unsure', '1', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,30453,val
567,474803,1.0,280779,"['1', '1', '1']","['Unsure', 'Male', 'Unsure']",1,Unsure,Light,16593,val
568,474954,1.0,455555,"['1', 'Unsure', '1']","['Male', 'Male', 'Unsure']",1,Male,Light,53120,val
569,475362,1.0,439522,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,83160,val
570,476842,0.8461538461538461,569825,"['4', '4', '3']","['Male', 'Male', 'Male']",4,Male,Dark,30885,val
571,477978,0.9375,559547,"['Unsure', '2', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,60148,val
572,478735,1.0,331799,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,48899,val
573,479140,1.0,243989,"['5', '3', '2']","['Unsure', 'Male', 'Male']",,Male,,51384,val
574,480661,1.0,400794,"['3', '2', '2', '2']","['Male', 'Male', 'Male', 'Male']",2,Male,Light,171774,val
575,482073,1.0,109118,"['1', 'Unsure', '1']","['Male', 'Male', 'Male']",1,Male,Light,58560,val
576,484807,1.0,554328,"['2', '4', '1']","['Male', 'Male', 'Male']",,Male,,55782,val
577,484854,1.0,504589,"['4', '2', '3']","['Male', 'Male', 'Male']",,Male,Light,9094,val
578,485858,1.0,459195,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,10518,val
579,487281,0.9411764705882352,430961,"['5', '2', '3']","['Male', 'Male', 'Male']",,Male,,30084,val
580,487402,1.0,108495,"['4', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,62214,val
581,488121,1.0,388903,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,46137,val
582,488346,0.7692307692307693,515982,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,42278,val
583,492491,1.0,430377,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,53715,val
584,494073,1.0,437239,"['3', '1', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,10730,val
585,494846,1.0,272566,"['4', '5', '6']","['Male', 'Male', 'Male']",,Male,Dark,21736,val
586,499140,0.8666666666666667,568981,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,13891,val
587,501274,1.0,440336,"['5', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,6053,val
588,501622,0.9375,581357,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,18526,val
589,501709,1.0,507015,"['4', '2', '4']","['Male', 'Male', 'Male']",4,Male,Dark,8647,val
590,502866,1.0,69356,"['4', '6', '5']","['Female', 'Female', 'Female']",,Female,Dark,25408,val
591,503094,1.0,437239,"['1', 'Unsure', '2']","['Male', 'Male', 'Male']",,Male,,8739,val
592,503207,1.0,554328,"['1', 'Unsure', '1']","['Male', 'Male', 'Male']",1,Male,Light,53156,val
593,504957,1.0,572900,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,7982,val
594,505029,1.0,537827,"['3', '2', '2', '3']","['Male', 'Male', 'Unsure', 'Male']",3,Male,Light,12501,val
595,505808,1.0,328337,"['5', '3', '4']","['Male', 'Male', 'Male']",,Male,Dark,58896,val
596,507448,0.8235294117647058,109118,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,52231,val
597,507550,0.8461538461538461,424642,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,8592,val
598,507672,1.0,440336,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,5760,val
599,508301,0.9375,13201,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,34807,val
600,513231,0.9230769230769232,123213,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,17244,val
601,513289,1.0,459195,"['3', '1', '2']","['Male', 'Male', 'Male']",,Male,Light,12522,val
602,514022,0.9375,424642,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,6188,val
603,514225,0.6,427160,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,30063,val
